http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4450&lg=f | Damien Gabriels | France | gîte de vacances -\\le battement des secondes\\au coeur de la nuit
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5010&lg=f | Paul David Mena | USA | l'anniversaire de ma fille --\\un ballon d'enfant\\au dessus des nuages
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5149&lg=f |  Bikko | France | midi du jour 8 ~\\les sirènes ne font pas\\taire les oiseaux
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6700&lg=f | Micheline Beaudry | Canada | août déclinant\\la stridulation du criquet\\huasse d'un ton
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1731&lg=f | Jean-Claude César | France | Couleurs printanières-\\devant l'étalage des soutien-gorge\\le photographe hésite
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6288&lg=f | Philippe Quinta | France | peut-elle quelque chose\\contre la guerre\\la Nigelle de Damas
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6821&lg=f | Mohamad Alsari | Syria | Retour à la maison\\l'ombre de la clé est devant moi\\pour ouvrir la porte
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5902&lg=f | Angèle Lux | Canada | bourrasques glacées --\\le fossoyeur creuse une tombe\\au marteau-piqueur
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7895&lg=f | Damien Gabriels | France | matinée sans fin -\\je ressasse l'amertume\\de mon café noir
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1761&lg=f | Israel Balan | Mexico | des chiens aboient\\peut-être ai-je été un chat\\dans une autre vie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5346&lg=f | Daniel Py | France | deux dames d'un certain âge\\parlent soutien-gorge\\- train de mai
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1933&lg=f | Philippe Quinta | France | Demi-lune au ciel/J'attaque dans mon assiette/Un demi-melon
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7373&lg=f | Karyn Louryan  | Belgique | temps à l'orage ~\\par à coup les effluves\\du sureau
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3082&lg=f | Isabel Asunsolo | France | novembre \\le couteau heurte le vide \\de la meringue
